399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.25,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.1,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.1,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.23,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.21,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.14,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.37
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.35
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.33,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.28,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.23,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.25,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.23,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.14,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.47,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.12,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.23,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.17,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.17,-0.21
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.42,-0.25,-0.38
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.31,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.17
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.49,-0.16,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.1,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.33,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.21,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.26
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.4,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.28,-0.28,-0.3
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.42,-0.05,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.21,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.16,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.23,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.42,-0.17,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.1,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.17,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.37,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.23,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.26,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.17,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.1,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.33,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.12,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.37
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.12,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.26,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.4,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.26,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.21,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.26,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.17,-0.37
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.16,-0.21
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.16,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.14,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.28,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.12,-0.19
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.12,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.14,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.12,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.21,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.21,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.23,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.12,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.25,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.16,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.21,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.14,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.21
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.17,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.19,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.19,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.21,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.21,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.23,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.14,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.25,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.14,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.26,-0.12,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.26,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.25,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.25,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.25,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.19,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.21,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.12,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.21,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.14,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.23,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.12,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.16,-0.37
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.21,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.46,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.16,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.46,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.35,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.17,-0.35
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.12,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.25,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.09,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.4,-0.16,-0.26
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.37,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.44,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.21,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.26,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.21,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.37,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.14,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.12,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.21,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.25,-0.35
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.4,-0.14,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.3,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.1,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.35
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.47,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.12,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.51,-0.17,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.12,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.26,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.49,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.26,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.25,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.47,-0.26,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.3
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.33,-0.1,-0.28
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.28,-0.25,-0.26
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.47,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.16,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.3,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.1,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.14,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.16
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.14,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.25,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.25,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.1,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.17,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.23,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.38,-0.23,-0.25
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.17,-0.37
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.19,-0.26
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.35,-0.19,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.23,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.38,-0.23,-0.21
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.16,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.33,-0.07,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.14,-0.31
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.4,-0.19,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.3
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.19,-0.33
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.42,-0.17,-0.28
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.31,-0.1,-0.23
399.23930559286134,0.2943,-0.0981,0.2942999999999998,0.37,-0.14,-0.3
